"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Seguimientos,Comentarios,"Veces que se guardó"
18125972206600420,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","📚Jürgen Habermas es una de las figuras más influyentes de la filosofía y la teoría política contemporánea. Heredero de la Escuela de Frankfurt, su obra explora cómo el lenguaje, la comunicación y el debate público hacen posible la legitimidad democrática en las sociedades modernas.

Este carrusel recorre algunas de sus ideas centrales: la crítica a las crisis de legitimidad del capitalismo, la defensa de la modernidad como proyecto inacabado y su propuesta de una ética discursiva basada en el consenso racional.

#habermas #escueladefrankfurt #filosofiapolitica #democraciadeliberativa",0,"03/15/2026 19:47",https://www.instagram.com/p/DV7dhSwDvbp/,"Secuencia de Instagram",,Total,3019,1328,66,10,3,1,7
18088830839174880,17841455167031565,juridicasypoliticas_ueb,"Facultad Jurídicas y Politicas UEB","¡Inscríbete en el quinto debate de Ética Pública!

El aumento del salario mínimo en Colombia abre una conversación necesaria: ¿cómo equilibrar justicia social, la sostenibilidad económica y el bienestar colectivo?

En este quinto debate de Ética Pública reflexionaremos sobre los dilemas y tensiones que surgen alrededor del incremento del salario mínimo en el país, desde distintas perspectivas académicas y sociales

Un espacio para analizar, dialogar y construir pensamiento crítico sobre decisiones que impactan a toda la sociedad

📅 9 de abril

⏰ 2:00 p. m. – 4:00 p. m.

📍 Auditorio HUB – Universidad El Bosque

🔗 Regístrate en el enlace de las historias

#EticaPublica #DebateAcademico #SalarioMinimo #PoliticaPublica #ueb

@uelbosque",0,"03/11/2026 08:21",https://www.instagram.com/p/DVv71oPjaAV/,"Imagen de Instagram",,Total,2308,656,37,1,,5,0
18089987786026466,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Willie Colón no fue solo un ícono de la salsa ni un trombonista virtuoso.
Fue una irrupción del barrio en el corazón de la industria cultural.

Desde la salsa —reducida muchas veces a “música bailable”— se colaron precariedad, migración y violencia estructural en un mercado que prefería ritmo sin conflicto.

Este carrusel lee su obra como campo de disputa: entre industria y memoria, espectáculo y crónica social, masculinidad normativa y fisura.

Porque la salsa no es solo fiesta: es archivo urbano, narración colectiva y experiencia política cantada.

#williecolon #elmalo #salsa #puertorico #Diaspora",0,"02/22/2026 16:18",https://www.instagram.com/p/DVFHyXrDpvB/,"Secuencia de Instagram",,Total,2392,776,69,7,1,1,2
18098854186931745,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Es la soberanía un principio absoluto cuando el poder interno ha vaciado de contenido la voluntad popular?

Esta polifonía reflexiona sobre la captura de Nicolás Maduro el 3 de enero de 2026 y la intervención de Estados Unidos en Venezuela como un punto de quiebre para pensar las tensiones entre legalidad internacional y legitimidad social. Más allá de la narrativa de la “lucha contra el narcotráfico”, el texto examina cómo el desgaste institucional, la militarización del poder y la erosión de los contrapesos democráticos reconfiguraron la percepción ciudadana sobre la intervención externa.

Cuando las salidas internas se clausuran, ¿cómo se redefine la legitimidad? ¿Qué ocurre cuando la soberanía deja de ser autodeterminación y se convierte en coartada de la represión?

Una lectura desde el realismo político y la crisis de legitimidad contemporánea que invita a incomodar las categorías clásicas de intervención y no intervención.

Columna de Santiago Blanca.

🔗 Texto completo en el enlace de la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/",0,"02/16/2026 10:05",https://www.instagram.com/p/DU1ATo8Dut4/,"Secuencia de Instagram",,Total,3072,1273,42,10,2,1,1
18153538483451269,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Bad Bunny en el Super Bowl no fue solo visibilidad latina ni éxito individual. Fue una irrupción política en el corazón del espectáculo global.
Desde el reggaetón —históricamente despreciado— se colaron memoria, cuerpo y conflicto en un espacio diseñado para neutralizarlos.

Este carrusel lee ese show como campo de disputa: entre mercado y memoria, celebración y denuncia, espectáculo y colonialidad.
Porque el reggaetón no es ruido: es narración colectiva, archivo vivo y experiencia política cantada.

📖 Lee el artículo completo en www.kairospoliticaysociedad.com/emancipaciones

#badbunny #superbowl #reggaeton #diaspora #puertorico",0,"02/13/2026 10:00",https://www.instagram.com/p/DUtRcGljNQK/,"Secuencia de Instagram",,Total,1136,400,28,7,0,1,1
17867207286460460,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Puede un liderazgo que ha erosionado la democracia en su propio país presentarse como su defensor en el exterior?
Esta columna analiza la intervención estadounidense en Venezuela no como un acto de liberación democrática, sino como la proyección internacional de un proyecto político sostenido en el negacionismo, el conspiracionismo y la deshumanización. Entre QAnon, la posverdad y la política del “nosotros contra ellos”, se plantea una pregunta incómoda: ¿qué tipo de mundo se legitima cuando la fuerza sustituye a la deliberación democrática?

Columna de Karol Rodríguez.

🔗 Texto completo en el enlace de la bio.
🌎https://kairospoliticaysociedad.com/polifonias/

#DemocraciaEnRiesgo
#Negacionismo
#Conspiracionismo
#PolíticaInternacional
#PensamientoCrítico",0,"01/22/2026 14:34",https://www.instagram.com/p/DT1HPj1ji5l/,"Imagen de Instagram",,Total,695,315,17,5,0,0,0
18105750337707676,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Cuando una estética deja de ser elección y se convierte en norma.

Esta columna analiza el minimalismo contemporáneo como fenómeno cultural y político, y sus efectos en la homogeneización, la violencia simbólica y la desvalorización de las identidades locales.

Columna de Gabriela Teherán Martínez.

🔗 Texto completo en el enlace de la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#pantone #estéticaycultura #identidadcultural #minimalismo #pensamientocrítico",0,"01/14/2026 11:05",https://www.instagram.com/p/DTgI8cnjsaz/,"Imagen de Instagram",,Total,1444,619,39,10,3,0,2
18165059155398972,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Y si la captura de un jefe de Estado no fuera justicia, sino la normalización del intervencionismo?

Bajo el discurso de la democracia y la lucha contra el crimen, la intervención de Estados Unidos en Venezuela reactualiza una lógica histórica de coerción y tutela sobre América Latina. Una lectura crítica desde la colonialidad del poder que cuestiona quién decide, con qué legitimidad y a qué costo.

Columna de María Paula Espinosa Cáceres.

🔗 Columna completa en la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#intervencionismo #colonialismo #imperialismo #derechointernacional #venezuela",0,"01/10/2026 11:05",https://www.instagram.com/p/DTV1w4jDPzL/,"Imagen de Instagram",,Total,1379,500,37,5,2,0,2
17846479233631558,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Deberíamos sentirnos moralmente incómodos por el futuro de Colfuturo?

El retiro del apoyo estatal reabre un dilema que va más allá del presupuesto: ¿a quién debe beneficiar la financiación pública de la formación avanzada? Entre mérito, redistribución y justicia educativa, esta columna cuestiona si el rediseño del programa corrige desigualdades o abre nuevos riesgos institucionales.

Columna de César A. Quintero B.

🔗 Columna completa en la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#colfuturo 
#políticaeducativa 
#justiciasocial 
#educacionsuperior 
#opinión",0,"12/30/2025 11:10",https://www.instagram.com/p/DS5hmNZDhqv/,"Imagen de Instagram",,Total,1150,417,37,4,0,0,3
18092428393753084,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Qué hacer cuando tu nombre aparece donde no debería? 🤔

La política tiene manual: negar con serenidad, borrar lo incómodo y esperar a que el ciclo de noticias haga su magia.

Humor negro para tiempos de memoria selectiva.
Nada se afirma. Todo se satiriza.
Lean entre viñetas. 😉

Columna de Betsabé Caviche

🔗 Columna completa en la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#HumorNegro #SátiraPolítica #Polifonías #Kairós #andrespastrana",0,"12/28/2025 16:20",https://www.instagram.com/p/DS07gxLjqNT/,"Secuencia de Instagram",,Total,997,371,28,5,0,0,1
18331521844245471,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Y si la participación juvenil no fuera solo deliberación, sino también una forma de contención política?

Entre discursos de inclusión, pluralidad territorial y promesas de incidencia, la Asamblea Nacional de Juventudes abre un espacio necesario, pero deja abierta una pregunta clave: ¿participación real o consulta sin poder vinculante? Una lectura crítica sobre los alcances y límites de la ANJ.

Columna de Alejandro Márquez.

🔗 Columna completa en la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#ANJ #Juventudes #Colombia #participaciónciudadana #juventudes",0,"12/26/2025 16:33",https://www.instagram.com/p/DSvzc3Zjg_9/,"Imagen de Instagram",,Total,1063,316,25,2,0,1,2
18371335927087090,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Y si diciembre no fuera solo celebración, sino una forma de administración del malestar?

Entre fe domesticada, consumo obligatorio y armonía actuada, el mes organiza emociones y neutraliza preguntas. Una lectura crítica sobre la economía del consuelo que se repite cada año.

Columna de Diego Mosquera. 

🔗 Columna completa en la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#navidad #liturgia #capitalismo #consumo #mercado",0,"12/24/2025 11:10",https://www.instagram.com/p/DSqE5MLDq0p/,"Imagen de Instagram",,Total,1823,1000,29,5,0,0,0
18082623353117411,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Qué ocurre cuando el progreso se sostiene sobre el olvido?

Zootopia 2 puede leerse como algo más que una secuela: es una reflexión sobre poder, memoria y exclusión en la ciudad moderna. Una lectura desde la colonialidad del poder que cuestiona la armonía que damos por sentada.

Columna de Isabel Vargas. 

🔗 Columna completa en la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#zootopia2 #cine #colonialidad #opinión #columna",0,"12/23/2025 11:05",https://www.instagram.com/p/DSnfkKwDkSO/,"Imagen de Instagram",,Total,1797,597,46,4,2,0,1
18077758934589058,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Cuando la democracia funciona como procedimiento, pero falla como proyecto.

Una lectura del triunfo de José Antonio Kast en Chile desde la conciencia política, la memoria histórica y los límites de la alternancia institucional.

Columna de Sheryl Guevara.

🔗 Texto completo en el enlace de la bio.
🌎 https://kairospoliticaysociedad.com/polifonias/

#chile #pinochet #allende #elecciones2025 #democracia",0,"12/22/2025 11:05",https://www.instagram.com/p/DSk6sQ_DuSm/,"Imagen de Instagram",,Total,866,239,22,2,0,1,0
18121124119468545,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Hoy celebramos con alegría dos reconocimientos en Excelencia Investigativa Estudiantil. Queremos agradecer profundamente a la @uelbosque, a la Vicerrectoría de Investigaciones, y a @juridicasypoliticas_ueb por creer en nuestro trabajo y por acompañar cada paso de este camino.

Nuestros eventos —el Debate de Ética Pública, la Cátedra Argentina, los Cineforos y los variados Conversatorios—, así como nuestros espacios digitales —la página web y este Instagram—, son fruto de muchas horas de reflexión, debate y creación colectiva. Nacen de la convicción de que pensar críticamente también es una forma de transformar el mundo.

En Kairós creemos en el poder de las ideas para abrir preguntas, tocar realidades y construir comunidad. Este reconocimiento nos impulsa a continuar el fortalecimiento del diálogo, la investigación y la imaginación política.

Seguimos. Con más fuerza que nunca.",0,"11/28/2025 07:00",https://www.instagram.com/p/DRmri-ODH4E/,"Secuencia de Instagram",,Total,4477,806,146,4,1,4,0
18378483700149669,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🚨 ¡Te invitamos a nuestro 4to Debate de Ética Pública! 🚨

🤔 ¿Sabes qué es un MiniPúblico? 💬 

Un mini público es una simulación de deliberación ciudadana donde las personas dialogan, escuchan y buscan acuerdos sobre temas de interés común.

Este ejercicio práctico nos invita a pensar la democracia más allá del voto: como un espacio de participación, ética y justicia.

📅 Viernes 21 de noviembre
🕚 11:00 a.m. – 1:00 p.m.
📍 Salón E-205

🌀 Una simulación para pensar juntos la democracia.

Entrada libre.

#ÉticaPública #MiniPúblicos #DebateUniversitario #Kairos #UniversidadElBosque #CEAT #JusticiaYDemocracia #FilosofíaPolítica #PensamientoCrítico #DemocraciaDeliberativa #FacultadDeCienciasJurídicasYPolíticas #ElBosque #Kairós",0,"11/13/2025 07:43",https://www.instagram.com/p/DRAIjyaDjdt/,"Imagen de Instagram",,Total,4043,686,42,3,0,0,0
17937020277090016,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🧩 Conversatorio | Verdad, prueba y derecho
📽️ Discusión en torno a Anatomía de una caída (2023)

¿Qué significa “buscar la verdad” en un proceso penal?
Entre el lenguaje, la duda y la interpretación, la película de Justine Triet nos confronta con los límites de la prueba, la narración judicial y la forma en que el derecho construye —más que descubre— la verdad.

Acompáñanos en este espacio de diálogo entre filosofía y derecho penal para pensar juntos las tensiones entre verdad, relato y justicia.

🗓️ Jueves 23 de octubre
📍 Salón B-214
🕓 4:00 p.m.

Organizan:
✨ Semillero Kairós
⚖️ Grupo de Investigación en Ciencias Penales

#AnatomíadeunaCaída #Conversatorio #DerechoPenal #FilosofíaDelDerecho #SemilleroKairós #CienciasPenales #Justicia #VerdadYDerecho #CineYDerecho",0,"10/20/2025 17:02",https://www.instagram.com/p/DQDOrBRDPtP/,"Imagen de Instagram",,Total,6449,828,36,7,0,0,1
18108871780495793,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","📍 Detroit: Become Human — una lucha por el reconocimiento

🤖 Un videojuego que nos hace pensar en lo humano: ¿qué pasa cuando quienes son tratados como objetos reclaman dignidad y derechos?

⚡ La historia de los androides en Detroit refleja luchas muy reales: la exclusión, la negación de la identidad y la necesidad vital de ser vistos y reconocidos.

🚨 Porque negar el reconocimiento no es solo un error: es violencia, marginación y pérdida de dignidad.

❓ ¿Crees que la lucha de los androides se parece a la que viven hoy muchas comunidades excluidas?

#detroitbecomehuman #videojuegos #filosofía #reconocimiento #identidad #axelhonneth #charlestaylor #cultura #minorias #resistencia #scifiart #lentejas #luchassociales #activismo",0,"09/17/2025 10:09",https://www.instagram.com/p/DOthHRVjkI6/,"Secuencia de Instagram",,Total,3998,335,32,8,0,1,0
18285010501286620,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","📍 Carlos Camargo en la Corte Constitucional

El Senado eligió a Carlos Camargo como magistrado de la Corte Constitucional. Aunque el proceso fue legal, no estuvo libre de polémicas ⚖️.

🚨 Camargo ha sido cuestionado por denuncias de espionaje a líderes sindicales y contratación de familiares de magistrados, lo que despierta dudas sobre clientelismo y transparencia.

🏛️ Para algunos sectores es un triunfo institucional; para otros, un retroceso en la defensa de la Constitución de 1991.

❓ Pregunta: ¿este nombramiento fortalece o debilita la legitimidad de la justicia colombiana?

#corteconstitucional #carloscamargo #justiciacolombiana #democracia #legitimidad #éticapública #reformajudicial #políticacolombiana #derechoshumanos #transparencia #política #semillero #investigación #polémica #lenteja",0,"09/12/2025 13:28",https://www.instagram.com/p/DOg_4RXjpw9/,"Secuencia de Instagram",,Total,2057,363,28,5,0,0,1
18073618669896567,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🌍 Día Mundial de la Prevención del Suicidio 🕊️

El suicidio no es solo un hecho individual: es un fenómeno social, estructural y cultural. En este carrusel exploramos cómo factores como la precariedad, la violencia, la inequidad y la desintegración comunitaria influyen en la desesperanza, y cómo la prevención requiere cuidado colectivo e interseccional.

💡 La salud mental va más allá de la clínica: escuchar, acompañar y construir redes de apoyo es clave para afirmar la vida.

🔹 Comprender las raíces estructurales del suicidio nos permite actuar de manera ética y efectiva.

#DiaMundialDeLaPrevencionDelSuicidio #PrevencionDelSuicidio #SaludMental #CuidadoColectivo #Interseccionalidad #SuicidioEstructural #SaludPublica #Juventudes #EquidadSocial #Conciencia #lentejas",0,"09/10/2025 16:39",https://www.instagram.com/p/DOcMO6qjDQP/,"Secuencia de Instagram",,Total,5545,1091,57,14,0,0,5
17890068156343383,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¡Participa en la #ConvocatoriaKairós! 📝🌐

¿Eres estudiante, docente, investigador o integrante de la sociedad civil y perteneces a otra institución en Colombia o en el exterior? ¡Esta convocatoria también es para ti! 

La revista Kairós: Política & Sociedad abre sus puertas para artículos, ensayos, reseñas, crónicas y más, enfocados en filosofía política, teoría social, teoría jurídica, historia, economía, arte, cultura y pensamiento crítico.

Puedes enviar tu escrito en español o inglés y sumarte a una comunidad académica y creativa de diversas universidades e instituciones.

Los textos van desde análisis internacionales, historia y sociedad colombiana, hasta semblanzas, relatos, crónicas y reseñas. ¡Aplica casi todo!

¿Tienes algo que aportar?

📝 Envíanos tu borrador (2500 a 6000 palabras) más imágenes y tu perfil académico. 

📩 Si tienes dificultades para acceder al primer formulario, escríbenos y te ayudamos con la inscripción (kairosunbosque@gmail.com).

Tu texto será parte de un espacio plural e internacional de reflexión y transformación social.

Más detalles en: https://kairospoliticaysociedad.com

🔗 https://forms.gle/LyQ3HcF1G3rA9jYo9

¡Esperamos tu aporte y construyamos perspectivas nuevas para Colombia y el mundo!

#ConvocatoriaKairós #ConvocatoriaAcadémica #Revista #Publicaciones #ConvocatoriaAbierta #RevistaKairós #articulos",0,"09/09/2025 08:36",https://www.instagram.com/p/DOYwH3uDljm/,"Secuencia de Instagram",,Total,4383,401,22,3,1,0,2
